Image_ID,note_id,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Primary_Color_Ratio,Secondary_Color_Ratio,Color_Extraction_Status
GRP-XHS-69db25c6000000001b002fe2-07,69db25c6000000001b002fe2,Dataset/xhs/xiaohongshu_images/Gorpcore/69db25c6000000001b002fe2/image_07.webp,#D1D0C3,#8F8C81,gray,gray,0.2706,0.2494,ok
GRP-XHS-69db25c6000000001b002fe2-08,69db25c6000000001b002fe2,Dataset/xhs/xiaohongshu_images/机能风穿搭/69db25c6000000001b002fe2/image_08.webp,#E1E3DD,#939085,white,white,0.4862,0.1824,ok
GRP-XHS-69db25c6000000001b002fe2-08,69db25c6000000001b002fe2,Dataset/xhs/xiaohongshu_images/Gorpcore/69db25c6000000001b002fe2/image_08.webp,#E1E3DD,#939085,white,white,0.4862,0.1824,ok
GRP-XHS-6846aa67000000002102c7cc-01,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_01.webp,#A4A6A3,#7E7E7A,gray,gray,0.2502,0.2202,ok
GRP-XHS-6846aa67000000002102c7cc-02,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_02.webp,#676A67,#C4C6C3,gray,gray,0.3656,0.2264,ok
GRP-XHS-6846aa67000000002102c7cc-03,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_03.webp,#C2C8C6,#62696A,gray,gray,0.3662,0.2782,ok
GRP-XHS-6846aa67000000002102c7cc-05,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_05.webp,#B7BCBC,#9AA09C,gray,gray,0.3946,0.364,ok
GRP-XHS-6846aa67000000002102c7cc-06,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_06.webp,#DFE1DF,#8B8C8A,white,white,0.4176,0.2538,ok
GRP-XHS-6846aa67000000002102c7cc-08,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_08.webp,#929187,#ABACA6,gray,gray,0.3818,0.2354,ok
GRP-XHS-6846aa67000000002102c7cc-09,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_09.webp,#99998E,#7D7D73,gray,gray,0.3962,0.2768,ok
GRP-XHS-6846aa67000000002102c7cc-10,6846aa67000000002102c7cc,Dataset/xhs/xiaohongshu_images/机能风穿搭/6846aa67000000002102c7cc/image_10.webp,#A19993,#736E66,gray,gray,0.2496,0.2264,ok
GRP-XHS-68fcef62000000000702059a-01,68fcef62000000000702059a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fcef62000000000702059a/image_01.webp,#18171B,#334D6B,black,black,0.3338,0.2092,ok
GRP-XHS-68fcef62000000000702059a-02,68fcef62000000000702059a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fcef62000000000702059a/image_02.webp,#191515,#FCFDFD,black,black,0.3854,0.3328,ok
GRP-XHS-68fcef62000000000702059a-03,68fcef62000000000702059a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fcef62000000000702059a/image_03.webp,#FDFDFD,#3E3D3D,white,white,0.4896,0.2044,ok
GRP-XHS-68fcef62000000000702059a-04,68fcef62000000000702059a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fcef62000000000702059a/image_04.webp,#FDFDFD,#160E0D,white,white,0.6436,0.0938,ok
GRP-XHS-69a673680000000028008467-01,69a673680000000028008467,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a673680000000028008467/image_01.webp,#594F34,#342C1D,brown,brown,0.3882,0.3132,ok
GRP-XHS-69a673680000000028008467-02,69a673680000000028008467,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a673680000000028008467/image_02.webp,#423722,#675D43,brown,brown,0.3568,0.2502,ok
GRP-XHS-69a673680000000028008467-03,69a673680000000028008467,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a673680000000028008467/image_03.webp,#664D41,#797575,orange,red_or_orange,0.3144,0.2682,ok
GRP-XHS-69a673680000000028008467-04,69a673680000000028008467,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a673680000000028008467/image_04.webp,#4D422A,#6A6147,brown,brown,0.2902,0.2494,ok
GRP-XHS-69a673680000000028008467-05,69a673680000000028008467,Dataset/xhs/xiaohongshu_images/机能风穿搭/69a673680000000028008467/image_05.webp,#4F462E,#30271A,brown,brown,0.3284,0.2574,ok
GRP-XHS-68c50c83000000001c035c93-01,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_01.webp,#F7FAFA,#161518,white,white,0.315,0.2372,ok
GRP-XHS-68c50c83000000001c035c93-02,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_02.webp,#F8F8F8,#5A606C,white,white,0.3652,0.2606,ok
GRP-XHS-68c50c83000000001c035c93-03,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_03.webp,#F8FAFB,#A3ACC3,white,white,0.3326,0.2088,ok
GRP-XHS-68c50c83000000001c035c93-04,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_04.webp,#F5FCFD,#1F2126,white,white,0.3804,0.2854,ok
GRP-XHS-68c50c83000000001c035c93-05,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_05.webp,#131112,#FEFEFE,black,black,0.4562,0.2474,ok
GRP-XHS-68c50c83000000001c035c93-06,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_06.webp,#566373,#3A393C,blue,blue,0.4622,0.195,ok
GRP-XHS-68c50c83000000001c035c93-07,68c50c83000000001c035c93,Dataset/xhs/xiaohongshu_images/机能风穿搭/68c50c83000000001c035c93/image_07.webp,#364551,#177BA1,blue,blue,0.4864,0.2748,ok
GRP-XHS-68ca785500000000130135ad-01,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_01.webp,#1F2224,#484C4D,black,black,0.2916,0.2172,ok
GRP-XHS-68ca785500000000130135ad-02,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_02.webp,#47453D,#7C786D,brown,brown,0.2618,0.22,ok
GRP-XHS-68ca785500000000130135ad-03,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_03.webp,#1A1B17,#3E3E39,black,black,0.273,0.231,ok
GRP-XHS-68ca785500000000130135ad-04,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_04.webp,#383631,#12110F,brown,brown,0.29,0.191,ok
GRP-XHS-68ca785500000000130135ad-05,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_05.webp,#44413C,#807B73,brown,brown,0.2836,0.2246,ok
GRP-XHS-68ca785500000000130135ad-06,68ca785500000000130135ad,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ca785500000000130135ad/image_06.webp,#181816,#3F3E38,black,black,0.2504,0.2332,ok
GRP-XHS-69722a62000000000903bfc5-01,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_01.webp,#C1BCAC,#979386,gray,gray,0.2396,0.2388,ok
GRP-XHS-69722a62000000000903bfc5-02,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_02.webp,#66645A,#948F80,gray,gray,0.2808,0.2726,ok
GRP-XHS-69722a62000000000903bfc5-03,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_03.webp,#898373,#5B574F,khaki,khaki_or_beige,0.2948,0.277,ok
GRP-XHS-69722a62000000000903bfc5-04,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_04.webp,#51514E,#2B2A26,gray,gray,0.3374,0.299,ok
GRP-XHS-69722a62000000000903bfc5-05,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_05.webp,#7A756A,#54514D,brown,brown,0.3028,0.2408,ok
GRP-XHS-69722a62000000000903bfc5-06,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_06.webp,#9F9683,#767169,khaki,khaki_or_beige,0.2878,0.2534,ok
GRP-XHS-69722a62000000000903bfc5-07,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_07.webp,#A6A293,#CFCCBB,gray,gray,0.2954,0.261,ok
GRP-XHS-69722a62000000000903bfc5-08,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_08.webp,#9E9B8F,#696766,gray,gray,0.28,0.2298,ok
GRP-XHS-69722a62000000000903bfc5-09,69722a62000000000903bfc5,Dataset/xhs/xiaohongshu_images/Gorpcore/69722a62000000000903bfc5/image_09.webp,#8D8C86,#6E6C68,gray,gray,0.3976,0.2884,ok
GRP-XHS-685d1a72000000001201745d-01,685d1a72000000001201745d,Dataset/xhs/xiaohongshu_images/Gorpcore/685d1a72000000001201745d/image_01.webp,#666E5B,#384E42,olive,olive_or_green,0.3484,0.273,ok
GRP-XHS-68a59f74000000001c035930-01,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_01.webp,#1E1C1C,#7E786E,black,black,0.3364,0.1818,ok
GRP-XHS-68a59f74000000001c035930-02,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_02.webp,#7F7B69,#BAA882,khaki,khaki_or_beige,0.267,0.232,ok
GRP-XHS-68a59f74000000001c035930-03,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_03.webp,#6F6F69,#B3B2AF,gray,gray,0.256,0.231,ok
GRP-XHS-68a59f74000000001c035930-04,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_04.webp,#232222,#4E4F50,black,black,0.376,0.259,ok
GRP-XHS-68a59f74000000001c035930-05,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_05.webp,#C0BFBD,#AD9585,gray,gray,0.2906,0.1894,ok
GRP-XHS-68a59f74000000001c035930-06,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_06.webp,#6D6A68,#928981,gray,gray,0.2906,0.208,ok
GRP-XHS-68a59f74000000001c035930-07,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_07.webp,#5D6265,#D5D5CE,gray,gray,0.2878,0.2256,ok
GRP-XHS-68a59f74000000001c035930-08,68a59f74000000001c035930,Dataset/xhs/xiaohongshu_images/Gorpcore/68a59f74000000001c035930/image_08.webp,#55525A,#847A81,gray,gray,0.2468,0.2362,ok
GRP-XHS-69f20d80000000002003bb47-01,69f20d80000000002003bb47,Dataset/xhs/xiaohongshu_images/Gorpcore/69f20d80000000002003bb47/image_01.webp,#1B6189,#3A2E36,blue,blue,0.4364,0.2534,ok
GRP-XHS-69eec6370000000035020ff4-01,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_01.webp,#13140C,#A3AAAB,black,black,0.3318,0.302,ok
GRP-XHS-69eec6370000000035020ff4-02,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_02.webp,#FEFEFE,#567D87,white,white,0.416,0.2786,ok
GRP-XHS-69eec6370000000035020ff4-03,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_03.webp,#99AFAC,#1B2711,blue,blue,0.2428,0.2278,ok
GRP-XHS-69eec6370000000035020ff4-04,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_04.webp,#FFFFFF,#303128,white,white,0.649,0.1638,ok
GRP-XHS-69eec6370000000035020ff4-05,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_05.webp,#656354,#828580,brown,brown,0.3666,0.3044,ok
GRP-XHS-69eec6370000000035020ff4-06,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_06.webp,#A0A09D,#767A7E,gray,gray,0.6066,0.1268,ok
GRP-XHS-69eec6370000000035020ff4-07,69eec6370000000035020ff4,Dataset/xhs/xiaohongshu_images/Gorpcore/69eec6370000000035020ff4/image_07.webp,#FEFFFF,#DFE8E9,white,white,0.6764,0.1556,ok
GRP-XHS-69e73d67000000001b002dbd-01,69e73d67000000001b002dbd,Dataset/xhs/xiaohongshu_images/Gorpcore/69e73d67000000001b002dbd/image_01.webp,#232123,#F2EFED,black,black,0.2652,0.2502,ok
GRP-XHS-683052b7000000001200122c-01,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_01.webp,#FFFFFE,#DEDFD9,white,white,0.454,0.1972,ok
GRP-XHS-683052b7000000001200122c-02,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_02.webp,#FFFFFF,#858480,white,white,0.7492,0.0814,ok
GRP-XHS-683052b7000000001200122c-03,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_03.webp,#FEFEFE,#C8C6BD,white,white,0.812,0.0672,ok
GRP-XHS-683052b7000000001200122c-04,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_04.webp,#FEFEFE,#8C8C8C,white,white,0.8086,0.0636,ok
GRP-XHS-683052b7000000001200122c-05,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_05.webp,#FFFEFE,#989898,white,white,0.8444,0.0528,ok
GRP-XHS-683052b7000000001200122c-06,683052b7000000001200122c,Dataset/xhs/xiaohongshu_images/Gorpcore/683052b7000000001200122c/image_06.webp,#FFFFFE,#C9C7BF,white,white,0.8876,0.0432,ok
GRP-XHS-69e7632e000000001a02ef9c-01,69e7632e000000001a02ef9c,Dataset/xhs/xiaohongshu_images/Gorpcore/69e7632e000000001a02ef9c/image_01.webp,#DACCB9,#7A3613,khaki,khaki_or_beige,0.389,0.2276,ok
GRP-XHS-686cb8f6000000002400fef5-01,686cb8f6000000002400fef5,Dataset/xhs/xiaohongshu_images/Gorpcore/686cb8f6000000002400fef5/image_01.webp,#12141C,#3B3A45,black,black,0.258,0.2316,ok
GRP-XHS-69f1dea30000000022025413-01,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_01.webp,#9B928B,#74645A,gray,gray,0.2766,0.2354,ok
GRP-XHS-69f1dea30000000022025413-02,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_02.webp,#D2BB79,#9E9582,khaki,khaki_or_beige,0.2832,0.248,ok
GRP-XHS-69f1dea30000000022025413-03,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_03.webp,#0D1409,#686152,black,black,0.2842,0.2802,ok
GRP-XHS-69f1dea30000000022025413-04,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_04.webp,#D8CAB4,#F7EFE2,khaki,khaki_or_beige,0.3722,0.1872,ok
GRP-XHS-69f1dea30000000022025413-05,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_05.webp,#EBDBA9,#574B32,khaki,khaki_or_beige,0.418,0.1908,ok
GRP-XHS-69f1dea30000000022025413-06,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_06.webp,#9E9F9D,#7A776F,gray,gray,0.2796,0.2466,ok
GRP-XHS-69f1dea30000000022025413-07,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_07.webp,#A2A1A2,#ECEBE3,gray,gray,0.3746,0.289,ok
GRP-XHS-69f1dea30000000022025413-08,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_08.webp,#767070,#CDC5B5,gray,gray,0.362,0.2456,ok
GRP-XHS-69f1dea30000000022025413-09,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_09.webp,#8E8780,#CFB875,gray,gray,0.2466,0.242,ok
GRP-XHS-69f1dea30000000022025413-10,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_10.webp,#8A8582,#BBB6AD,gray,gray,0.3854,0.2956,ok
GRP-XHS-69f1dea30000000022025413-11,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_11.webp,#E4CE96,#B99658,khaki,khaki_or_beige,0.5052,0.14,ok
GRP-XHS-69f1dea30000000022025413-12,69f1dea30000000022025413,Dataset/xhs/xiaohongshu_images/Gorpcore/69f1dea30000000022025413/image_12.webp,#9B9897,#E2DDCF,gray,gray,0.3438,0.2796,ok
GRP-XHS-688755ec000000002001bfe0-01,688755ec000000002001bfe0,Dataset/xhs/xiaohongshu_images/Gorpcore/688755ec000000002001bfe0/image_01.webp,#0D1110,#424841,black,black,0.2788,0.2658,ok
GRP-XHS-688755ec000000002001bfe0-02,688755ec000000002001bfe0,Dataset/xhs/xiaohongshu_images/Gorpcore/688755ec000000002001bfe0/image_02.webp,#090D0D,#3F4843,black,black,0.2786,0.2702,ok
GRP-XHS-6a03008c0000000006021e75-01,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_01.webp,#917F6A,#73634E,orange,red_or_orange,0.3006,0.261,ok
GRP-XHS-6a03008c0000000006021e75-02,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_02.webp,#554E40,#7C7262,brown,brown,0.3238,0.2528,ok
GRP-XHS-6a03008c0000000006021e75-03,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_03.webp,#867D6D,#AFA99A,khaki,khaki_or_beige,0.3086,0.23,ok
GRP-XHS-6a03008c0000000006021e75-04,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_04.webp,#FCFDFD,#5B5448,white,white,0.2898,0.2588,ok
GRP-XHS-6a03008c0000000006021e75-05,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_05.webp,#63594A,#473F30,brown,brown,0.3044,0.2236,ok
GRP-XHS-6a03008c0000000006021e75-06,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_06.webp,#9A8C7B,#72695C,orange,red_or_orange,0.3918,0.1786,ok
GRP-XHS-6a03008c0000000006021e75-07,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_07.webp,#605A4F,#121215,brown,brown,0.2658,0.209,ok
GRP-XHS-6a03008c0000000006021e75-08,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_08.webp,#81796A,#A39E91,khaki,khaki_or_beige,0.2486,0.2298,ok
GRP-XHS-6a03008c0000000006021e75-09,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_09.webp,#999EA4,#C4C5C3,gray,gray,0.3088,0.2328,ok
GRP-XHS-6a03008c0000000006021e75-10,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_10.webp,#4A443E,#161414,orange,red_or_orange,0.265,0.2638,ok
GRP-XHS-6a03008c0000000006021e75-11,6a03008c0000000006021e75,Dataset/xhs/xiaohongshu_images/Gorpcore/6a03008c0000000006021e75/image_11.webp,#A3A5A1,#534536,gray,gray,0.2478,0.2078,ok
GRP-XHS-698081d70000000021030a28-01,698081d70000000021030a28,Dataset/xhs/xiaohongshu_images/Gorpcore/698081d70000000021030a28/image_01.webp,#CEDADB,#A4A7A1,white,white,0.2786,0.2274,ok
GRP-XHS-687a413f000000002203f377-01,687a413f000000002203f377,Dataset/xhs/xiaohongshu_images/Gorpcore/687a413f000000002203f377/image_01.webp,#1F1E1D,#A29388,black,black,0.3006,0.2476,ok
GRP-XHS-685cfe9d000000000b02c36b-01,685cfe9d000000000b02c36b,Dataset/xhs/xiaohongshu_images/Gorpcore/685cfe9d000000000b02c36b/image_01.webp,#CACECB,#0B1519,gray,gray,0.4036,0.2302,ok
GRP-XHS-685cfe9d000000000b02c36b-02,685cfe9d000000000b02c36b,Dataset/xhs/xiaohongshu_images/Gorpcore/685cfe9d000000000b02c36b/image_02.webp,#DDDFDC,#161B1B,white,white,0.4236,0.2868,ok
GRP-XHS-685cfe9d000000000b02c36b-03,685cfe9d000000000b02c36b,Dataset/xhs/xiaohongshu_images/Gorpcore/685cfe9d000000000b02c36b/image_03.webp,#171D1E,#DFDFD7,black,black,0.3304,0.2596,ok
GRP-XHS-685cfe9d000000000b02c36b-04,685cfe9d000000000b02c36b,Dataset/xhs/xiaohongshu_images/Gorpcore/685cfe9d000000000b02c36b/image_04.webp,#E4E4DE,#272D2D,white,white,0.4246,0.2976,ok
GRP-XHS-68877d1e0000000025011010-01,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_01.webp,#FCF5EA,#2E281E,white,white,0.434,0.1772,ok
GRP-XHS-68877d1e0000000025011010-02,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_02.webp,#69695F,#E3E2D9,gray,gray,0.2706,0.2646,ok
GRP-XHS-68877d1e0000000025011010-03,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_03.webp,#FDFDFC,#D4D2BF,white,white,0.4142,0.1636,ok
GRP-XHS-68877d1e0000000025011010-04,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_04.webp,#6F6F5D,#1E201B,olive,olive_or_green,0.2436,0.2332,ok
GRP-XHS-68877d1e0000000025011010-05,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_05.webp,#F7F7F4,#6E6536,white,white,0.3332,0.2066,ok
GRP-XHS-68877d1e0000000025011010-06,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_06.webp,#FEFEFD,#A09A92,white,white,0.3734,0.217,ok
GRP-XHS-68877d1e0000000025011010-07,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_07.webp,#FCFCFB,#55463F,white,white,0.3812,0.1724,ok
GRP-XHS-68877d1e0000000025011010-08,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_08.webp,#FDFCFB,#6A5645,white,white,0.3808,0.186,ok
GRP-XHS-68877d1e0000000025011010-09,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_09.webp,#FCFCFB,#2C2A2B,white,white,0.3742,0.238,ok
GRP-XHS-68877d1e0000000025011010-10,68877d1e0000000025011010,Dataset/xhs/xiaohongshu_images/Gorpcore/68877d1e0000000025011010/image_10.webp,#FBFCFB,#D6D4C9,white,white,0.309,0.2048,ok
GRP-XHS-685d621e000000001d00fea5-01,685d621e000000001d00fea5,Dataset/xhs/xiaohongshu_images/Gorpcore/685d621e000000001d00fea5/image_01.webp,#D7D6D8,#A7A5A4,white,white,0.3722,0.2308,ok
GRP-XHS-6a0d78f200000000060234d1-01,6a0d78f200000000060234d1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d78f200000000060234d1/image_01.webp,#FDFDFD,#9C9C9C,white,white,0.5754,0.1294,ok
GRP-XHS-6a0d78f200000000060234d1-02,6a0d78f200000000060234d1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d78f200000000060234d1/image_02.webp,#FEFEFE,#646464,white,white,0.6228,0.1158,ok
GRP-XHS-6a0d78f200000000060234d1-03,6a0d78f200000000060234d1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d78f200000000060234d1/image_03.webp,#FDFDFD,#BCBCBC,white,white,0.6064,0.1264,ok
GRP-XHS-6a0d78f200000000060234d1-04,6a0d78f200000000060234d1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d78f200000000060234d1/image_04.webp,#FDFDFD,#848484,white,white,0.6256,0.1174,ok
GRP-XHS-6a0d78f200000000060234d1-05,6a0d78f200000000060234d1,Dataset/xhs/xiaohongshu_images/Gorpcore/6a0d78f200000000060234d1/image_05.webp,#FDFDFD,#A9A9A9,white,white,0.5136,0.15,ok
GRP-XHS-69fde9270000000038036eb7-01,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_01.webp,#FEFEFD,#1E1C1B,white,white,0.6204,0.133,ok
GRP-XHS-69fde9270000000038036eb7-02,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_02.webp,#F6F4DF,#847D67,white,white,0.4152,0.2138,ok
GRP-XHS-69fde9270000000038036eb7-03,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_03.webp,#F4F1E1,#8C8A7A,white,white,0.531,0.2312,ok
GRP-XHS-69fde9270000000038036eb7-04,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_04.webp,#F4EFDE,#2D3744,white,white,0.507,0.314,ok
GRP-XHS-69fde9270000000038036eb7-05,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_05.webp,#F5F1DF,#BA372D,white,white,0.4376,0.1754,ok
GRP-XHS-69fde9270000000038036eb7-06,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_06.webp,#F6F3DF,#1E1E29,white,white,0.3166,0.263,ok
GRP-XHS-69fde9270000000038036eb7-07,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_07.webp,#F7F4E0,#432B2D,white,white,0.4016,0.1904,ok
GRP-XHS-69fde9270000000038036eb7-08,69fde9270000000038036eb7,Dataset/xhs/xiaohongshu_images/Gorpcore/69fde9270000000038036eb7/image_08.webp,#F7F4E1,#D6C2AC,white,white,0.3694,0.2206,ok
