Image_ID,note_id,image_path,keyword,Source_ID,Source_Text,Curation_Status,Image_Category,Primary_Color,Secondary_Color,Material_Clue,Scenario,Visual_Weight,Pockets,Zipper_Type,Fit,Reflective,Text_Keywords,Text_Pain_Points,Text_Sentiment,Text_Sentiment_Score,Text_Color_Terms,Text_Material_Terms,Text_Function_Terms,Text_Scenario_Terms,Semantic_Consistency_Score,Conflict_Type,Conflict_Reason,Useful_Design_Signal,Gorpcore_Relevance,Visual_Confidence,Final_Confidence,Review_Needed,Review_Reason,Reviewer,Manual_Decision,Manual_Category,Manual_Notes,Corrected_Color,Corrected_Material,Corrected_Scenario,Corrected_Pain_Point,Reviewed_At
GRP-XHS-69d20d15000000001d01e8ae-13,69d20d15000000001d01e8ae,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69d20d15000000001d01e8ae\image_13.webp,#Gorpcore,GRP-XHS-69d20d15000000001d01e8ae,适合早春假期的穿搭风格 City Gorpcore,reject,product_marketing,none,none,unclear,Unclear,unclear,0,None,Unclear,False,穿搭,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69d3a506000000001d01bf7c-01,69d3a506000000001d01bf7c,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69d3a506000000001d01bf7c\image_01.webp,#Gorpcore,GRP-XHS-69d3a506000000001d01bf7c,在外如何一眼记住你,use,full_body_outfit,blue,black,denim | cotton | matte fabric,Urban_Commute,medium,2,Unclear,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,denim | cotton | matte fabric,Urban_Commute,none,2026-06-11
GRP-XHS-69d3a506000000001d01bf7c-03,69d3a506000000001d01bf7c,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69d3a506000000001d01bf7c\image_03.webp,#Gorpcore,GRP-XHS-69d3a506000000001d01bf7c,在外如何一眼记住你,use,full_body_outfit,maroon,blue,denim | cotton | woven,Urban_Commute,medium,2,Unclear,Oversized,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,maroon,denim | cotton | woven,Urban_Commute,none,2026-06-11
GRP-XHS-69d3a506000000001d01bf7c-05,69d3a506000000001d01bf7c,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69d3a506000000001d01bf7c\image_05.webp,#Gorpcore,GRP-XHS-69d3a506000000001d01bf7c,在外如何一眼记住你,use,full_body_outfit,blue,red,denim | cotton | ripped fabric,Urban_Commute,medium,2,Unclear,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,denim | cotton | ripped fabric,Urban_Commute,none,2026-06-11
GRP-XHS-69d3a506000000001d01bf7c-06,69d3a506000000001d01bf7c,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69d3a506000000001d01bf7c\image_06.webp,#Gorpcore,GRP-XHS-69d3a506000000001d01bf7c,在外如何一眼记住你,use,half_body_outfit,blue,black,denim | worn fabric | ripped detail,Urban_Commute,medium,2,Unclear,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.8,0.704,True,low_gorpcore_relevance,Codex assisted human review,revise,half_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,denim | worn fabric | ripped detail,Urban_Commute,none,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-01,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_01.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,multi_panel_outfit,white,black,cotton | denim | nylon | fleece,Urban_Commute,lightweight,2,Exposed,Loose,False,穿搭,,positive,1.0,,,,,0.7,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.7,0.9,0.63,True,node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,revise,multi_panel_outfit,Accepted with revision: Node A conflict was overridden because the image label is a clear technical outfit with high visual confidence.,white,cotton | denim | nylon | fleece,Urban_Commute,none,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-02,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_02.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,multi_panel_outfit,white,blue,cotton | denim | canvas,Urban_Commute,lightweight,4,None,Oversized,False,穿搭,,positive,1.0,,,,,0.58,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.3,0.9,0.522,True,low_gorpcore_relevance | node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node A conflict plus insufficient Gorpcore visual evidence.,,,,,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-03,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_03.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,full_body_outfit,gray,beige,ripstop | nylon | technical fabric | cotton blend,Urban_Commute,medium,4,Exposed,Oversized,False,穿搭,,positive,1.0,,,,,0.7,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.85,0.95,0.665,True,node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,revise,full_body_outfit,Accepted with revision: Node A conflict was overridden because the image label is a clear technical outfit with high visual confidence.,gray,ripstop | nylon | technical fabric | cotton blend,Urban_Commute,none,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-04,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_04.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,full_body_outfit,gray,white,cotton | nylon | technical fabric,Urban_Commute,medium,2,None,Loose,False,穿搭,,positive,1.0,,,,,0.7,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.4,0.9,0.63,True,node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,full_body_outfit,Rejected in review: Node A conflict plus insufficient Gorpcore visual evidence.,,,,,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-05,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_05.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,multi_panel_outfit,white,beige,cotton | canvas | lightweight,Urban_Commute,lightweight,2,None,Loose,False,穿搭,,positive,1.0,,,,,0.58,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.3,0.9,0.522,True,low_gorpcore_relevance | node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node A conflict plus insufficient Gorpcore visual evidence.,,,,,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-06,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_06.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,full_body_outfit,gray,blue,cotton | ripstop | canvas,Urban_Commute,medium,4,None,Loose,False,穿搭,,positive,1.0,,,,,0.7,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.7,0.9,0.63,True,node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,revise,full_body_outfit,Accepted with revision: Node A conflict was overridden because the image label is a clear technical outfit with high visual confidence.,gray,cotton | ripstop | canvas,Urban_Commute,none,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-07,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_07.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,multi_panel_outfit,white,black,matte nylon | cotton shirt | denim,Urban_Commute,medium,2,Exposed,Oversized,False,穿搭,,positive,1.0,,,,,0.7,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.6,0.9,0.63,True,node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node A conflict plus insufficient Gorpcore visual evidence.,,,,,2026-06-11
GRP-XHS-69db25c6000000001b002fe2-08,69db25c6000000001b002fe2,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69db25c6000000001b002fe2\image_08.webp,#Gorpcore,GRP-XHS-69db25c6000000001b002fe2,男生穿搭零门槛，每套都好看到失语！,use,multi_panel_outfit,white,blue,cotton | denim | nylon,Urban_Commute,lightweight,2,None,Loose,False,穿搭,,positive,1.0,,,,,0.58,node_a_rejected_but_label_exists,Node A marked this image as duplicate.,none,0.3,0.9,0.522,True,low_gorpcore_relevance | node_a_rejected_but_label_exists | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: Node A conflict plus insufficient Gorpcore visual evidence.,,,,,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-02,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_02.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,navy blue,black,cotton | casual jersey | lightweight,Urban_Commute,lightweight,2,None,Oversized,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,navy blue,cotton | casual jersey | lightweight,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-03,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_03.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,black,none,cotton | matte | casual,Urban_Commute,lightweight,0,None,Oversized,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,cotton | matte | casual,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-05,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_05.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,black,none,cotton | matte | casual,Urban_Commute,lightweight,0,None,Loose,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,cotton | matte | casual,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-06,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_06.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,black,gray,cotton | denim,Urban_Commute,lightweight,0,None,Loose,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,cotton | denim,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-07,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_07.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,navy,black,cotton | matte | casual,Urban_Commute,lightweight,0,None,Oversized,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,navy,cotton | matte | casual,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-08,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_08.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,blue,white,cotton | checkered fabric | lightweight,Urban_Commute,lightweight,2,None,Oversized,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,cotton | checkered fabric | lightweight,Urban_Commute,none,2026-06-11
GRP-XHS-69e21bb1000000001d01bf5d-09,69e21bb1000000001d01bf5d,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69e21bb1000000001d01bf5d\image_09.webp,#机能风穿搭,GRP-XHS-69e21bb1000000001d01bf5d,男生夏季一周穿搭分享丨无脑抄作业,use,full_body_outfit,blue,brown,cotton | plaid | casual,Urban_Commute,lightweight,2,None,Oversized,False,穿搭 | 夏季,,neutral,0.0,,,,夏季,0.88,none,none,none,0.3,0.95,0.836,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,blue,cotton | plaid | casual,Urban_Commute,none,2026-06-11
GRP-XHS-69e5fad4000000001f004b26-01,69e5fad4000000001f004b26,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69e5fad4000000001f004b26\image_01.webp,#Gorpcore,GRP-XHS-69e5fad4000000001f004b26,把野生颓废感穿到极致的男人「Softcore」,review,multi_panel_outfit,blue,gray,wool | nylon | shell fabric | cotton,Urban_Commute,medium,3,Exposed,Regular,False,,,neutral,0.0,,,,,0.9,none,none,none,0.4,0.7,0.63,True,high_text_overlay | final_confidence_below_0.70 | node_b_review_status,Codex assisted human review,reject,multi_panel_outfit,Rejected in review: ambiguous image lacks enough reliable visual evidence for final curated output.,,,,,2026-06-11
GRP-XHS-69e7248f000000002102dd79-04,69e7248f000000002102dd79,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69e7248f000000002102dd79\image_04.webp,#Gorpcore,GRP-XHS-69e7248f000000002102dd79,山野男孩的自然感,use,full_body_outfit,black,tan,cotton | nylon blend | cargo fabric,Outdoor,medium,4,None,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,cotton | nylon blend | cargo fabric,Outdoor,none,2026-06-11
GRP-XHS-69ede6b400000000220283c3-01,69ede6b400000000220283c3,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ede6b400000000220283c3\image_01.webp,#Gorpcore,GRP-XHS-69ede6b400000000220283c3,夏日球衣界的GOAT正式登场,use,half_body_outfit,white,green,nylon | technical fabric | sportswear,Sports,lightweight,0,None,Regular,False,,,neutral,0.0,,,,,0.78,none,none,none,0.3,0.8,0.624,True,low_gorpcore_relevance | high_text_overlay | final_confidence_below_0.70,Codex assisted human review,revise,half_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,white,nylon | technical fabric | sportswear,Sports,none,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-01,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_01.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,product_marketing,none,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-02,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_02.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,text_overlay_outfit,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/text_overlay_outfit.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,text_overlay_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-04,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_04.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,unrelated,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/unrelated.,none,0.0,1.0,0.75,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,unrelated,"Rejected in review: Node B image curation category is unrelated, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-05,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_05.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,product_marketing,none,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-06,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_06.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,product_marketing,black,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-07,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_07.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,product_marketing,none,none,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-08,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_08.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,use,multi_panel_outfit,black,none,matte leather | structured fabric,Urban_Commute,medium,0,Unclear,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.8,0.704,True,low_gorpcore_relevance,Codex assisted human review,revise,multi_panel_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,black,matte leather | structured fabric,Urban_Commute,none,2026-06-11
GRP-XHS-69ee18a6000000001f00585d-09,69ee18a6000000001f00585d,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69ee18a6000000001f00585d\image_09.webp,#Gorpcore,GRP-XHS-69ee18a6000000001f00585d,Nouveau Project SS26,reject,product_marketing,white,black,unclear,Unclear,unclear,0,None,Unclear,False,,,neutral,0.0,,,,,0.65,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.6175,True,visual_rejected_or_non_outfit | high_text_overlay | final_confidence_below_0.70 | semantic_consistency_below_0.72,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
GRP-XHS-69ee2200000000001a035186-06,69ee2200000000001a035186,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69ee2200000000001a035186\image_06.webp,#机能风穿搭,GRP-XHS-69ee2200000000001a035186,城市户外机能风呀,reject,full_body_outfit,unclear,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,机能风 | 户外 | 城市,,neutral,0.0,,,,城市 | 户外,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/full_body_outfit.,none,0.0,0.9,0.675,True,visual_rejected_or_non_outfit | final_confidence_below_0.70,Codex assisted human review,reject,full_body_outfit,Rejected in review: Node B rejected the image (); keep it out of the curated dataset.,,,,,2026-06-11
GRP-XHS-69eec6370000000035020ff4-01,69eec6370000000035020ff4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_01.webp,#Gorpcore,GRP-XHS-69eec6370000000035020ff4,Gorpcore 2.0！2026年户外圈集体自由壳？,use,half_body_outfit,black,white,shell fabric | matte nylon | technical,Urban_Commute,lightweight,1,Exposed,Regular,False,户外,,neutral,0.0,,,,户外,0.9,none,none,none,0.85,0.9,0.81,True,high_text_overlay,Codex assisted human review,accept,half_body_outfit,Accepted in review: valid outfit image and review flag is minor or already resolved by visual label.,,,,,2026-06-11
GRP-XHS-69eec6370000000035020ff4-05,69eec6370000000035020ff4,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69eec6370000000035020ff4\image_05.webp,#Gorpcore,GRP-XHS-69eec6370000000035020ff4,Gorpcore 2.0！2026年户外圈集体自由壳？,use,detail_closeup,beige,gray,technical fabric | waterproof | shell-like,Outdoor,medium,1,Unclear,Unclear,False,户外,,neutral,0.0,,,,户外,0.9,none,none,none,0.8,0.9,0.81,True,high_text_overlay,Codex assisted human review,accept,detail_closeup,Accepted in review: valid outfit image and review flag is minor or already resolved by visual label.,,,,,2026-06-11
GRP-XHS-69f054a8000000001f0002b0-02,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_02.webp,#机能风穿搭,GRP-XHS-69f054a8000000001f0002b0,甜酷机能感* 不费力clean fit一下,use,full_body_outfit,white,gray,matte fabric | lightweight knit | smooth shell,Urban_Commute,lightweight,0,None,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,white,matte fabric | lightweight knit | smooth shell,Urban_Commute,none,2026-06-11
GRP-XHS-69f054a8000000001f0002b0-04,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_04.webp,#机能风穿搭,GRP-XHS-69f054a8000000001f0002b0,甜酷机能感* 不费力clean fit一下,use,full_body_outfit,white,gray,matte nylon | technical fabric | lightweight,Urban_Commute,lightweight,0,None,Loose,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,white,matte nylon | technical fabric | lightweight,Urban_Commute,none,2026-06-11
GRP-XHS-69f054a8000000001f0002b0-06,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_06.webp,#机能风穿搭,GRP-XHS-69f054a8000000001f0002b0,甜酷机能感* 不费力clean fit一下,use,full_body_outfit,white,none,matte fabric | lightweight,Urban_Commute,lightweight,0,Unclear,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.2,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,reject,full_body_outfit,Rejected in review: visible outfit is too casual or lacks enough Gorpcore/technical design evidence.,,,,,2026-06-11
GRP-XHS-69f054a8000000001f0002b0-08,69f054a8000000001f0002b0,E:\code\Project\Dataset\xhs\xiaohongshu_images\机能风穿搭\69f054a8000000001f0002b0\image_08.webp,#机能风穿搭,GRP-XHS-69f054a8000000001f0002b0,甜酷机能感* 不费力clean fit一下,use,full_body_outfit,white,none,matte fabric | technical jersey | lightweight,Urban_Commute,lightweight,0,Unclear,Regular,False,,,neutral,0.0,,,,,0.88,none,none,none,0.3,0.9,0.792,True,low_gorpcore_relevance,Codex assisted human review,revise,full_body_outfit,Accepted with revision: low model relevance was overridden because visible materials/details support Gorpcore or technical styling.,white,matte fabric | technical jersey | lightweight,Urban_Commute,none,2026-06-11
GRP-XHS-69f08beb0000000035022b23-01,69f08beb0000000035022b23,E:\code\Project\Dataset\xhs\xiaohongshu_images\Gorpcore\69f08beb0000000035022b23\image_01.webp,#Gorpcore,GRP-XHS-69f08beb0000000035022b23,高海拔徒步定装照,reject,product_marketing,none,none,unclear,Unclear,unclear,0,Unclear,Unclear,False,徒步,,neutral,0.0,,,,徒步,0.75,visual_rejected_or_non_outfit,Node B status/category is reject/product_marketing.,none,0.0,0.95,0.7125,True,visual_rejected_or_non_outfit,Codex assisted human review,reject,product_marketing,"Rejected in review: Node B image curation category is product_marketing, not a usable outfit-analysis image.",,,,,2026-06-11
